1	1	1000000
1	100001	1100000
1	200001	1200000
1	300001	1300000
1	400001	1400000
1	500001	1500000
1	600001	1600000
1	700001	1700000
1	800001	1800000
1	900001	1900000
1	1000001	2000000
1	1100001	2100000
1	1200001	2200000
1	1300001	2300000
1	1400001	2400000
1	1500001	2500000
1	1600001	2600000
1	1700001	2700000
1	1800001	2800000
1	1900001	2900000
1	2000001	3000000
1	2100001	3100000
1	2200001	3200000
1	2300001	3300000
1	2400001	3400000
1	2500001	3500000
1	2600001	3600000
1	2700001	3700000
1	2800001	3800000
1	84300001	85300000
1	84400001	85400000
1	84500001	85500000
1	84600001	85600000
1	84700001	85700000
1	84800001	85800000
1	84900001	85900000
1	85000001	86000000
1	85100001	86100000
1	85200001	86200000
1	85300001	86300000
1	85400001	86400000
1	85500001	86500000
1	85600001	86600000
1	85700001	86700000
1	85800001	86800000
1	85900001	86900000
1	86000001	87000000
1	86100001	87100000
1	86200001	87200000
1	86300001	87300000
1	86400001	87400000
1	86500001	87500000
1	86600001	87600000
1	86700001	87700000
1	86800001	87800000
1	86900001	87900000
1	87000001	88000000
1	87100001	88100000
1	87200001	88200000
1	184100001	185100000
1	184200001	185200000
1	184300001	185300000
1	184400001	185400000
1	184500001	185500000
1	184600001	185600000
1	184700001	185700000
1	184800001	185800000
1	184900001	185900000
1	185000001	186000000
1	185100001	186100000
1	197000001	197195432
1	197100001	197195432
2	1	1000000
2	100001	1100000
2	200001	1200000
2	300001	1300000
2	400001	1400000
2	500001	1500000
2	600001	1600000
2	700001	1700000
2	800001	1800000
2	900001	1900000
2	1000001	2000000
2	1100001	2100000
2	1200001	2200000
2	1300001	2300000
2	1400001	2400000
2	1500001	2500000
2	1600001	2600000
2	1700001	2700000
2	1800001	2800000
2	1900001	2900000
2	2000001	3000000
2	2100001	3100000
2	2200001	3200000
2	2300001	3300000
2	2400001	3400000
2	2500001	3500000
2	2600001	3600000
2	2700001	3700000
2	2800001	3800000
2	89200001	90200000
2	89300001	90300000
2	89400001	90400000
2	89500001	90500000
2	89600001	90600000
2	89700001	90700000
2	89800001	90800000
2	89900001	90900000
2	90000001	91000000
2	99500001	100500000
2	99600001	100600000
2	99700001	100700000
2	99800001	100800000
2	99900001	100900000
2	100000001	101000000
2	100100001	101100000
2	100200001	101200000
2	100300001	101300000
2	100400001	101400000
2	150200001	151200000
2	150300001	151300000
2	150400001	151400000
2	150500001	151500000
2	150600001	151600000
2	150700001	151700000
2	150800001	151800000
2	150900001	151900000
2	174100001	175100000
2	174200001	175200000
2	174300001	175300000
2	174400001	175400000
2	174500001	175500000
2	174600001	175600000
2	174700001	175700000
2	174800001	175800000
2	174900001	175900000
2	175000001	176000000
2	175100001	176100000
2	175200001	176200000
2	175300001	176300000
2	175400001	176400000
2	175500001	176500000
2	175600001	176600000
2	175700001	176700000
2	175800001	176800000
2	175900001	176900000
2	176000001	177000000
2	176100001	177100000
2	176200001	177200000
2	176300001	177300000
2	176400001	177400000
2	176500001	177500000
2	176600001	177600000
2	176700001	177700000
2	176800001	177800000
2	176900001	177900000
2	177000001	178000000
2	177100001	178100000
2	177200001	178200000
2	177300001	178300000
2	177400001	178400000
3	1	1000000
3	100001	1100000
3	200001	1200000
3	300001	1300000
3	400001	1400000
3	500001	1500000
3	600001	1600000
3	700001	1700000
3	800001	1800000
3	900001	1900000
3	1000001	2000000
3	1100001	2100000
3	1200001	2200000
3	1300001	2300000
3	1400001	2400000
3	1500001	2500000
3	1600001	2600000
3	1700001	2700000
3	1800001	2800000
3	1900001	2900000
3	2000001	3000000
3	2100001	3100000
3	2200001	3200000
3	2300001	3300000
3	2400001	3400000
3	2500001	3500000
3	2600001	3600000
3	2700001	3700000
3	2800001	3800000
3	14900001	15900000
3	15000001	16000000
3	15200001	16200000
3	15300001	16300000
3	92800001	93800000
3	92900001	93900000
3	93000001	94000000
3	93100001	94100000
3	93200001	94200000
3	93300001	94300000
3	93400001	94400000
3	93500001	94500000
3	93600001	94600000
3	93700001	94700000
3	97900001	98900000
3	98000001	99000000
3	98100001	99100000
3	98200001	99200000
3	112200001	113200000
3	112300001	113300000
3	112400001	113400000
3	112500001	113500000
